N∞ OperaciÛn~Estado Contrato~Estado Pago~Cliente Nombre~Cliente RUT~Cliente Actividad~Cliente Tipo~Cliente Region~Cliente Comuna~Cliente Ciudad~Cliente Direccion~Cliente Telefono~Cliente Celular~Cliente Email~Vehiculo Estado~Vehiculo AÒo~Vehiculo Marca~Vehiculo Serie~Vehiculo Tipo~Vehiculo Modelo~Pie~Saldo Precio~Gastos Operacionales~Accesorios~Desgravamen~CesantÌa~PÈrdida Total~Impuesto~Desfase~Saldo Capital~Tipo Pago~Producto~VFMG~Fecha VFMG~Fecha Cierre~Tasa~Rentas~Cuota 1~Fecha Primera Cuota~Total Intereses~Total Cuotas~Tipo Contrato~Distribuidor~Ejecutivo Cobranza~Nro Cuota~Fecha Vto Cuota~Fecha Pago Cuota~Estado Cuota~Mora Cierre~Saldo Inicial~Intereses~Amortizacion~Cuota 2~Saldo Final~Pago Total~Total Saldos~Saldo Insoluto~Usuario RecaudaciÛn~Ejecutivo~Forma de Pago Id~Forma de Pago~CrÈdito Cartera Antigua~Estado CrÈdito
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~1~10/02/2019~        ~IMPAGA~18~28103988~351300~250775~602075~27853213~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~12~10/01/2020~        ~POR VENCER~0~25166424~314580~287495~602075~24878929~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~13~10/02/2020~        ~POR VENCER~0~24878929~310987~291088~602075~24587841~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~14~10/03/2020~        ~POR VENCER~0~24587841~307348~294727~602075~24293114~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~15~10/04/2020~        ~POR VENCER~0~24293114~303664~298411~602075~23994703~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~16~10/05/2020~        ~POR VENCER~0~23994703~299934~302141~602075~23692562~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~17~10/06/2020~        ~POR VENCER~0~23692562~296157~305918~602075~23386644~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~18~10/07/2020~        ~POR VENCER~0~23386644~292333~309742~602075~23076902~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~19~10/08/2020~        ~POR VENCER~0~23076902~288461~313614~602075~22763288~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~20~10/09/2020~        ~POR VENCER~0~22763288~284541~317534~602075~22445754~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~21~10/10/2020~        ~POR VENCER~0~22445754~280572~321503~602075~22124251~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~22~10/11/2020~        ~POR VENCER~0~22124251~276553~325522~602075~21798729~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~23~10/12/2020~        ~POR VENCER~0~21798729~272484~329591~602075~21469138~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~24~10/01/2021~        ~POR VENCER~0~21469138~268364~333711~602075~21135427~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~25~10/02/2021~        ~POR VENCER~0~21135427~264193~337882~602075~20797545~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~26~10/03/2021~        ~POR VENCER~0~20797545~259969~342106~602075~20455439~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~27~10/04/2021~        ~POR VENCER~0~20455439~255693~346382~602075~20109057~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~28~10/05/2021~        ~POR VENCER~0~20109057~251363~350712~602075~19758345~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~29~10/06/2021~        ~POR VENCER~0~19758345~246979~355096~602075~19403249~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~30~10/07/2021~        ~POR VENCER~0~19403249~242541~359534~602075~19043715~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~31~10/08/2021~        ~POR VENCER~0~19043715~238046~364029~602075~18679686~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~32~10/09/2021~        ~POR VENCER~0~18679686~233496~368579~602075~18311107~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~33~10/10/2021~        ~POR VENCER~0~18311107~228889~373186~602075~17937921~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~34~10/11/2021~        ~POR VENCER~0~17937921~224224~377851~602075~17560070~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~35~10/12/2021~        ~POR VENCER~0~17560070~219501~382574~602075~17177496~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~36~10/01/2022~        ~POR VENCER~0~17177496~214719~387356~602075~16790140~602075~602075~28103988~ ~ ~0~ ~NO~Retenido
180288918~VIGENTE~MOROSO~ANDRES DANIEL REINSTEIN ALVAREZ~7006883-4~OTRA~Independiente~01 TARAPACA~IQUIQUE~IQUIQUE~las amapolas 1234~055 123456789~987654321~globalpruebatest@gmail.com~USADO~2018~BMW~X6~TODO TERRENO~X6 XDRIVE35I~15000000~27500000~275000~0~0~0~0~224832~104156~28103988~PAC~INTELIGENTE~17000017~10/03/2022~05/01/2019~1.25~37~602075~10/02/2019~10570729~38418542~AUTOMOTRIZ~WILLIAMSON BALFOUR MOTORS~aaguayo~37~10/02/2022~        ~POR VENCER~0~16790140~209877~16790140~17000017~0~17000017~17000017~28103988~ ~ ~0~ ~NO~Retenido
